61266250;A 313 200 000 UI POUR CENT, pommade;pommade;cutanée;Autorisation active;Procédure nationale;Commercialisée;12/03/1998;;; PHARMA DEVELOPPEMENT;0
62869109;A 313 50 000 U.I., capsule molle;capsule molle;orale;Autorisation active;Procédure nationale;Commercialisée;07/07/1997;;; PHARMA DEVELOPPEMENT;0
62401060;ABACAVIR MYLAN 300 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation active;Procédure décentralisée;Commercialisée;21/02/2018;;; MYLAN SAS;0
63797011;ABACAVIR SANDOZ 300 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation active;Procédure décentralisée;Commercialisée;30/12/2016;;; SANDOZ;0
62828870;ABACAVIR/LAMIVUDINE ARROW 600 mg/300 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;15/12/2017;;; ARROW GENERIQUES;0
63431640;ABACAVIR/LAMIVUDINE BIOGARAN 600 mg/300 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;14/02/2017;;; BIOGARAN;0
65196479;ABACAVIR/LAMIVUDINE EG 600 mg/300 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;13/01/2017;;; EG LABO - LABORATOIRES EUROGENERICS;0
62170486;ABACAVIR/LAMIVUDINE MYLAN 600 mg/300 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;03/03/2017;;; MYLAN SAS;0
67720261;ABACAVIR/LAMIVUDINE SANDOZ 600 mg/300 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;03/03/2017;;; SANDOZ;0
65857902;ABACAVIR/LAMIVUDINE TEVA 600 mg/300 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;03/05/2017;;; TEVA SANTE;0
62202005;ABACAVIR/LAMIVUDINE ZENTIVA 600 mg/300 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;30/05/2018;;; ZENTIVA FRANCE;0
63152345;ABACAVIR/LAMIVUDINE/ZIDOVUDINE MYLAN 300 mg/150 mg/300 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;21/12/2017;;; MYLAN SAS;0
66513085;ABASAGLAR 100 unités/ml, solution injectable en cartouche;solution injectable;sous-cutanée;Autorisation active;Procédure centralisée;Commercialisée;09/09/2014;;EU/1/14/944; ELI LILLY NEDERLAND BV (PAY-BAS);0
64332894;ABASAGLAR 100 unités/ml, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Autorisation active;Procédure centralisée;Commercialisée;09/09/2014;;EU/1/14/944; ELI LILLY NEDERLAND BV (PAY-BAS);0
66207341;ABELCET 5 mg/ml, suspension à diluer pour perfusion;suspension à diluer pour perfusion;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;10/06/1997;;; ACINO FRANCE;0
60386663;ABELMOSCHUS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;01/03/2019;;; BOIRON;0
60538772;ABIES CANADENSIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;20/09/2013;;; BOIRON;0
65698396;ABIES NIGRA BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;04/08/2016;;; BOIRON;0
63075735;ABIES PECTINATA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;23/07/2010;;; BOIRON;0
69985792;ABIES PECTINATA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;23/07/2010;;; LEHNING;0
62425595;ABIES PECTINATA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  solution en gouttes en gouttes;"orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;26/10/2010;;; WELEDA;0
64055988;ABILIFY 1 mg/ml, solution buvable;solution buvable;orale;Autorisation active;Procédure centralisée;Commercialisée;28/10/2005;;EU/1/04/276; OTSUKA PHARMACEUTICAL NETHERLANDS (PAYS BAS);0
65198099;ABILIFY 10 mg, comprimé;comprimé;orale;Autorisation active;Procédure centralisée;Commercialisée;04/06/2004;;EU/1/04/276; OTSUKA PHARMACEUTICAL NETHERLANDS (PAYS BAS);0
61815891;ABILIFY 10 mg, comprimé orodispersible;comprimé orodispersible;orale;Autorisation active;Procédure centralisée;Commercialisée;20/06/2005;;EU/1/04/276; OTSUKA PHARMACEUTICAL NETHERLANDS (PAYS BAS);0
64224801;ABILIFY 15 mg, comprimé;comprimé;orale;Autorisation active;Procédure centralisée;Commercialisée;04/06/2004;;EU/1/04/276; OTSUKA PHARMACEUTICAL NETHERLANDS (PAYS BAS);0
66791654;ABILIFY 15 mg, comprimé orodispersible;comprimé orodispersible;orale;Autorisation active;Procédure centralisée;Commercialisée;20/06/2005;;EU/1/04/276; OTSUKA PHARMACEUTICAL NETHERLANDS (PAYS BAS);0
60599533;ABILIFY 5 mg, comprimé;comprimé;orale;Autorisation active;Procédure centralisée;Commercialisée;04/06/2004;;EU/1/04/276; OTSUKA PHARMACEUTICAL NETHERLANDS (PAYS BAS);0
69641873;ABILIFY 7,5 mg/ml, solution injectable;solution injectable;intramusculaire;Autorisation active;Procédure centralisée;Commercialisée;04/10/2006;;EU/1/04/276; OTSUKA PHARMACEUTICAL NETHERLANDS (PAYS BAS);0
68729480;ABILIFY MAINTENA 300 mg, poudre et solvant pour suspension injectable à libération prolongée;poudre et  solvant pour suspension injectable à libération prolongée;intramusculaire;Autorisation active;Procédure centralisée;Commercialisée;15/11/2013;;EU/1/13/882; OTSUKA PHARMACEUTICAL EUROPE (ROYAUME-UNI);0
60667087;ABILIFY MAINTENA 400 mg, poudre et solvant pour suspension injectable à libération prolongée;poudre et  solvant pour suspension injectable à libération prolongée;intramusculaire;Autorisation active;Procédure centralisée;Non commercialisée;15/11/2013;Warning disponibilité;EU/1/13/882; OTSUKA PHARMACEUTICAL EUROPE (ROYAUME-UNI);0
66706942;ABILIFY MAINTENA 400 mg, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie;poudre et  solvant pour suspension injectable à libération prolongée;intramusculaire;Autorisation active;Procédure centralisée;Commercialisée;19/06/2015;;EU/1/13/882; OTSUKA PHARMACEUTICAL EUROPE (ROYAUME-UNI);0
68739019;ABRAXANE 5 mg/ml, poudre pour suspension injectable pour perfusion;poudre pour suspension injectable pour perfusion;intraveineuse;Autorisation active;Procédure centralisée;Commercialisée;14/01/2008;;EU/1/07/428; CELGENE EUROPE (ROYAUME-UNI);0
62082709;ABROTANUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;19/07/2010;;; BOIRON;0
67871676;ABROTANUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;19/07/2010;;; LEHNING;0
62024766;ABROTANUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  crème et  solution en gouttes en gouttes;"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;26/10/2010;;; WELEDA;0
64457435;ABSINTHIUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;11/02/2011;;; BOIRON;0
60612094;ABSINTHIUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;27/06/2011;;; LEHNING;0
68336954;ABSTRAL 100 microgrammes, comprimé sublingual;comprimé;sublinguale;Autorisation active;Procédure décentralisée;Commercialisée;23/02/2009;;; KYOWA KIRIN HOLDINGS (PAYS-BAS);0
67144513;ABSTRAL 200 microgrammes, comprimé sublingual;comprimé;sublinguale;Autorisation active;Procédure décentralisée;Commercialisée;23/02/2009;;; KYOWA KIRIN HOLDINGS (PAYS-BAS);0
61464150;ABSTRAL 300 microgrammes, comprimé sublingual;comprimé;sublinguale;Autorisation active;Procédure décentralisée;Commercialisée;23/02/2009;;; KYOWA KIRIN HOLDINGS (PAYS-BAS);0
60282999;ABSTRAL 400 microgrammes, comprimé sublingual;comprimé;sublinguale;Autorisation active;Procédure décentralisée;Commercialisée;23/02/2009;;; KYOWA KIRIN HOLDINGS (PAYS-BAS);0
63451714;ABSTRAL 600 microgrammes, comprimé sublingual;comprimé;sublinguale;Autorisation active;Procédure décentralisée;Commercialisée;23/02/2009;;; KYOWA KIRIN HOLDINGS (PAYS-BAS);0
61578296;ABSTRAL 800 microgrammes, comprimé sublingual;comprimé;sublinguale;Autorisation active;Procédure décentralisée;Commercialisée;23/02/2009;;; KYOWA KIRIN HOLDINGS (PAYS-BAS);0
64728712;ABUFENE 400 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;23/09/1991;;; BOUCHARA-RECORDATI;0
63185053;ACADIONE 250 mg, comprimé dragéifié;comprimé dragéifié;orale;Autorisation active;Procédure nationale;Non commercialisée;01/09/1977;Warning disponibilité;; SANOFI AVENTIS FRANCE;0
62963238;ACALYPHA INDICA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;20/09/2013;;; BOIRON;0
69724187;ACAMPROSATE BIOGARAN 333 mg, comprimé pelliculé gastro-résistant;comprimé pelliculé gastro-résistant(e);orale;Autorisation active;Procédure nationale;Commercialisée;25/10/2013;;; BIOGARAN;0
60929194;ACAMPROSATE MYLAN 333 mg, comprimé enrobé gastro-résistant;comprimé enrobé gastro-résistant(e);orale;Autorisation active;Procédure nationale;Commercialisée;08/08/2018;;; MYLAN SAS;0
68371745;ACARBOSE ARROW LAB 100 mg, comprimé;comprimé;orale;Autorisation active;Procédure décentralisée;Commercialisée;31/05/2012;;; GENEVIDA (ALLEMAGNE);0
63958735;ACARBOSE ARROW LAB 50 mg, comprimé;comprimé;orale;Autorisation active;Procédure décentralisée;Commercialisée;31/05/2012;;; GENEVIDA (ALLEMAGNE);0
64127672;ACARBOSE BIOGARAN 100 mg, comprimé sécable;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;04/11/2009;;; BIOGARAN;0
69116854;ACARBOSE BIOGARAN 50 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;04/11/2009;;; BIOGARAN;0
65803331;ACARBOSE EG 100 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;01/03/2013;;; EG LABO - LABORATOIRES EUROGENERICS;0
61937888;ACARBOSE EG 50 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;01/03/2013;;; EG LABO - LABORATOIRES EUROGENERICS;0
60946941;ACARBOSE MYLAN 100 mg, comprimé sécable;comprimé sécable;orale;Autorisation active;Procédure nationale;Commercialisée;16/10/2013;;; MYLAN SAS;0
60989978;ACARBOSE MYLAN 50 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;16/10/2013;;; MYLAN SAS;0
67093136;ACARBOSE SANDOZ 100 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;11/04/2013;;; SANDOZ;0
69771614;ACARBOSE SANDOZ 50 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;11/04/2013;;; SANDOZ;0
67901945;ACARBOSE ZENTIVA 100 mg, comprimé sécable;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;08/12/2009;;; ZENTIVA FRANCE;0
64493666;ACARBOSE ZENTIVA 50 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;08/12/2009;;; ZENTIVA FRANCE;0
67813445;ACARIZAX 12 SQ-HDM, lyophilisat oral;lyophilisat;sublinguale;Autorisation active;Procédure décentralisée;Commercialisée;15/01/2016;;; ALK ABELLO (DANEMARK);1
68056062;ACCOFIL 30 MU/0,5 ml, solution injectable ou pour perfusion en seringue préremplie;solution ou injectable pour perfusion;"intraveineuse;sous-cutanée";Autorisation active;Procédure centralisée;Commercialisée;18/09/2014;;EU/1/14/946; ACCORD HEALTHCARE (ESPAGNE);0
60812344;ACCOFIL 48 MU/0,5 ml, solution injectable ou pour perfusion en seringue préremplie;solution ou injectable pour perfusion;"intraveineuse;sous-cutanée";Autorisation active;Procédure centralisée;Commercialisée;18/09/2014;;EU/1/14/946; ACCORD HEALTHCARE (ROYAUME UNI);0
67627711;ACCUSOL 35 POTASSIUM 2 mmol/l, solution pour hémofiltration, hémodialyse et hémodiafiltration;solution et  solution pour hémofiltration pour hémodialyse et pour hémodiafiltration;"hémodialyse;hémofiltration;voie extracorporelle autre";Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;15/05/2006;;; NIKKISO BELGIUM (BELGIQUE);0
61278936;ACCUSOL 35 POTASSIUM 4 mmol/l, solution pour hémofiltration, hémodialyse et hémodiafiltration;solution et  solution pour hémofiltration pour hémodialyse et pour hémodiafiltration;"hémodialyse;hémofiltration";Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;15/05/2006;;; NIKKISO BELGIUM (BELGIQUE);0
69430342;ACCUSOL 35, solution pour hémofiltration, hémodialyse et hémodiafiltration;solution et  solution pour hémofiltration pour hémodialyse et pour hémodiafiltration;"hémodialyse;hémofiltration";Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;15/05/2006;;; NIKKISO BELGIUM (BELGIQUE);0
63880820;ACEBUTOLOL ALMUS 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;12/06/2008;;; BIOGARAN;0
66904792;ACEBUTOLOL ARROW 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;28/05/2002;;; ARROW GENERIQUES;0
62096139;ACEBUTOLOL ARROW 400 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation active;Procédure nationale;Commercialisée;28/05/2002;;; ARROW GENERIQUES;0
65637614;ACEBUTOLOL BIOGARAN 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;30/11/1999;;; BIOGARAN;0
60281598;ACEBUTOLOL BIOGARAN 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;30/11/1999;;; BIOGARAN;0
64021217;ACEBUTOLOL CRISTERS 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;28/05/2002;;; CRISTERS;0
67787559;ACEBUTOLOL CRISTERS 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;28/05/2002;;; CRISTERS;0
69461099;ACEBUTOLOL EG 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;21/06/2000;;; EG LABO - LABORATOIRES EUROGENERICS;0
63874155;ACEBUTOLOL EG 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;21/06/2000;;; EG LABO - LABORATOIRES EUROGENERICS;0
67771398;ACEBUTOLOL MYLAN 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;29/03/1999;;; MYLAN SAS;0
62500717;ACEBUTOLOL MYLAN 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;29/03/1999;;; MYLAN SAS;0
